_01_category,_02_state,_03_branch_name,_04_address,_07_google_map_url,_08_bank_data_url,_09_bank_type,_11_mother_bank_name,
Local Bank,Selangor,Cyberjaya,"Unit F03 & F03A, Fasa 1, Glomac Cyberjaya, Persiaran APEC,
63000 Cyberjaya,
Selangor","https://www.google.com/maps/place/SP25+Glomac+Cyberjaya+(Barat)/@2.925471,101.655562,17z/data=!4m10!1m2!2m1!1s%22Unit+F03+%26+F03A,+Fasa+1,+Glomac+Cyberjaya,+Persiaran+APEC,+63000+Cyberjaya,+Selangor%22!3m6!1s0x31cdb6fa1d4fe1eb:0xe8ca280203a8e5d6!8m2!3d2.925471!4d101.655562!15sClYiVW5pdCBGMDMgJiBGMDNBLCBGYXNhIDEsIEdsb21hYyBDeWJlcmpheWEsIFBlcnNpYXJhbiBBUEVDLCA2MzAwMCBDeWJlcmpheWEsIFNlbGFuZ29yIpIBCGJ1c19zdG9w4AEA!16s%2Fg%2F11b779cnpj?entry=ttu",https://www.bankrakyat.com.my/c/about/locator,Branches,Bank Rakyat,
Local Bank,Selangor,Kelana Jaya,"Ground Floor, Wisma Glomac, Glomac Business Centre, Jalan SS 5/1, Kelana Jaya,
47301 Petaling Jaya,
Selangor","https://www.google.com/maps/place/Bank+Rakyat/@3.0986471,101.6032476,17z/data=!4m10!1m2!2m1!1s%22Ground+Floor,+Wisma+Glomac,+Glomac+Business+Centre,+Jalan+SS+5%2F1,+Kelana+Jaya,+47301+Petaling+Jaya,+Selangor%22!3m6!1s0x31cc4c11f5d9096d:0x68cc37c526bb9968!8m2!3d3.0984762!4d101.6032801!15sCm0iR3JvdW5kIEZsb29yLCBXaXNtYSBHbG9tYWMsIEdsb21hYyBCdXNpbmVzcyBDZW50cmUsIEphbGFuIFNTNS8xLCBLZWxhbmEgSmF5YSwgNDczMDEgUGV0YWxpbmcgSmF5YSwgU2VsYW5nb3IikgEEYmFua-ABAA!16s%2Fg%2F1tg6s6ff?entry=ttu",https://www.bankrakyat.com.my/c/about/locator,Branches,Bank Rakyat,
Local Bank,Selangor,Puchong,"No. 28 & 30, Jalan Puteri 4/2, Bandar Puteri,
47100 Puchong,
Selangor","https://www.google.com/maps/place/28,+Jalan+Puteri+4%2F2,+Bandar+Puteri,+47100+Puchong,+Selangor,+Malaysia/@3.0219956,101.6143855,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb3588ad108b7:0xd92dbba015f77bcc!8m2!3d3.0219956!4d101.6143855!16s%2Fg%2F11gl1mkzr6?entry=ttu",https://www.bankrakyat.com.my/c/about/locator,Branches,Bank Rakyat,
Local Bank,Selangor,Kuala Selangor,"No. 70, Jalan Melati 3/1, Bandar Melawati,
45000 Kuala Selangor,
Selangor","https://www.google.com/maps/place/68+%26+70,+Jalan+Melati+3%2F1,+Bandar+Melawati,+45000+Kuala+Selangor,+Selangor,+Malaysia/@3.3295162,101.2570176,17z/data=!3m1!4b1!4m6!3m5!1s0x31ccf49ea4054ff3:0x6fec630439b12aa5!8m2!3d3.3295162!4d101.2570176!16s%2Fg%2F11fhynlqh4?entry=ttu",https://www.bankrakyat.com.my/c/about/locator,Branches,Bank Rakyat,
Local Bank,Selangor,AMCORP MALL,"NO. 18, G-01, BLOK A, MENARA PJ, JALAN PERSIARAN BARAT, OFF JALAN TIMUR,","https://www.google.com/maps/place/AmInvestment+Bank+Berhad/@3.1049357,101.6446357,17z/data=!4m10!1m2!2m1!1sNO.+18,+G-01,+BLOK+A,+MENARA+PJ,+JALAN+PERSIARAN+BARAT,+OFF+JALAN+TIMUR,!3m6!1s0x31cc4bdb03c3fef1:0x6cad6a7a900bf985!8m2!3d3.1049357!4d101.6468244!15sCkhOTy4gMTgsIEctMDEsIEJMT0sgQSwgTUVOQVJBIFBKLCBKQUxBTiBQRVJTSUFSQU4gQkFSQVQsIE9GRiBKQUxBTiBUSU1VUiySAQRiYW5r4AEA!16s%2Fg%2F11bymzgtwk?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,`
Local Bank,Selangor,AMPANG POINT,"LOT 1A, JALAN MAMANDA 7, AMPANG POINT, 4 1/2 MILE,","https://www.google.com/maps/place/Ampang+Jaya,+Selangor,+Malaysia/@3.1674822,101.7626346,12z/data=!3m1!4b1!4m10!1m2!2m1!1sLOT+1A,+JALAN+MAMANDA+7,+AMPANG+POINT,+4+1%2F2+MILE,!3m6!1s0x31cc3711646d12c5:0xaf8df7ef767a7ac1!8m2!3d3.149099!4d101.7624521!15sCjJMT1QgMUEsIEpBTEFOIE1BTUFOREEgNywgQU1QQU5HIFBPSU5ULCA0IDEvMiBNSUxFLJIBCGxvY2FsaXR54AEA!16zL20vMGt3NTgx?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BALAKONG,"S-13, TAMAN INDAH, BATU 11,","https://www.google.com/maps/place/AmBank+Batu+11/@3.043159,101.7712376,18z/data=!4m10!1m2!2m1!1sS-13,+TAMAN+INDAH,+BATU+11,!3m6!1s0x31cc34c7cd4b738d:0x1a91ef7c2e181dd6!8m2!3d3.043159!4d101.7723319!15sChtTLTEzLCBUQU1BTiBJTkRBSCwgQkFUVSAxMSySAQRiYW5r4AEA!16s%2Fg%2F1tgx42_m?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR BARU BANGI,"NO 43-G-01 & 43A-G-01, JALAN MEDAN PB 2B, SEKSYEN 9, PUSAT BANDAR BARU BANGI,","https://www.google.com/maps/place/AmBank+Islamic/@2.9619327,101.71693,13z/data=!4m10!1m2!2m1!1sNO+43-G-01+%26+43A-G-01,+JALAN+MEDAN+PB+2B,+SEKSYEN+9,+PUSAT+BANDAR+BARU+BANGI,!3m6!1s0x31cdca2cd66fec8b:0x2e2014cfbb37f675!8m2!3d2.9619327!4d101.7519489!15sCk1OTyA0My1HLTAxICYgNDNBLUctMDEsIEpBTEFOIE1FREFOIFBCIDJCLCBTRUtTWUVOIDksIFBVU0FUIEJBTkRBUiBCQVJVIEJBTkdJLFpLIklubyA0MyBnIDAxICYgNDNhIGcgMDEgamFsYW4gbWVkYW4gcGIgMmIgc2Vrc3llbiA5IHB1c2F0IGJhbmRhciBiYXJ1IGJhbmdpkgEEYmFua5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSQ09TMXFaVnAzRUFF4AEA!16s%2Fg%2F1pzynkmzt?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR BARU RAWANG,"NO. 13 & 14, JALAN IPOH, BATU 18, BANDAR BARU RAWANG,","https://www.google.com/maps/place/AmBank+Bandar+Baru+Rawang/@3.3145084,101.5781755,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4253bb9da4e3:0xb158a550dc4a9cba!8m2!3d3.3145084!4d101.5781755!16s%2Fg%2F1hc329mt4?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR BARU SUNGAI BULOH,"NO. 338 & 389 JALAN 1A/1, BANDAR BARU SUNGAI BULOH, SEKSYEN U20,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR BUKIT TINGGI,"NO. 37 & 39, LORONG BATU NILAM 1A, BANDAR BUKIT TINGGI,","https://www.google.com/maps/place/37,+Lorong+Batu+Nilam+1A,+Bandar+Bukit+Tinggi+1,+41200+Klang,+Selangor,+Malaysia/@3.0095421,101.4396948,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdac9b80c9026f:0xa3b9abee8d7a3f57!8m2!3d3.0095421!4d101.4396948!16s%2Fg%2F11s19r4vz7?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR MAHKOTA CHERAS,"NO. 36 & 38, JALAN TEMENGGUNG 1/9, BANDAR MAHKOTA CHERAS,","https://www.google.com/maps/place/36,+Jalan+Temenggung+1%2F9,+Bandar+Mahkota+Cheras,+43200+Cheras,+Selangor,+Malaysia/@3.0504849,101.7894158,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc34a25889eb1f:0xb98f225817a48142!8m2!3d3.0504849!4d101.7894158?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR PUTERI PUCHONG,"NO. 4 & 6, GROUND FLOOR, JALAN PUTERI 1/1, BANDAR PUTERI,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANDAR SUNWAY,"NO. 12, JALAN PJS 11/28, PJS 11,","https://www.google.com/maps/place/Sunway+Metro,+12,+Jalan+PJS+11%2F28,+Bandar+Sunway,+46150+Petaling+Jaya,+Selangor,+Malaysia/@3.0725192,101.6098642,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4c874a77edf5:0x4deed3cb6226bd25!8m2!3d3.0725192!4d101.6098642!16s%2Fg%2F11csmyqqtp?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BANTING,"NO. 139 & 141,WISMA MUTIARA, JALAN SULTAN ABDUL SAMAD,","https://www.google.com/maps/place/AmBank/@2.8137257,101.5046412,17z/data=!3m1!4b1!4m6!3m5!1s0x31cda4bdb6509eef:0xeb4fe28acf5d2af5!8m2!3d2.8137257!4d101.5046412!16s%2Fg%2F1tdrbwnf?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,BESTARI JAYA,"NO. 28B, JALAN BESAR,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,DAMANSARA UTAMA,"NO. 56, 58 & 60G, JALAN SS 21/35, DAMANSARA UTAMA,","https://www.google.com/maps/place/56,+58,+Jalan+SS+21%2F35,+Damansara+Utama,+47400+Petaling+Jaya,+Selangor,+Malaysia/@3.1361097,101.6239921,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4936de3e535f:0x9f5a71756180b063!8m2!3d3.1361097!4d101.6239921?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KAJANG,"NO. 6 & 7, JALAN S10/1, OFF JALAN BUKIT, SECTION 10,","https://www.google.com/maps/place/AmBank+Kajang/@3.0701556,101.7090954,12z/data=!4m10!1m2!2m1!1sNO.+6+%26+7,+JALAN+S10%2F1,+OFF+JALAN+BUKIT,+SECTION+10,!3m6!1s0x31cdcb83c4007303:0x16645e8cc7b6146c!8m2!3d2.9899033!4d101.7912697!15sCjROTy4gNiAmIDcsIEpBTEFOIFMxMC8xLCBPRkYgSkFMQU4gQlVLSVQsIFNFQ1RJT04gMTAsWjEiL25vIDYgJiA3IGphbGFuIHMxMCAxIG9mZiBqYWxhbiBidWtpdCBzZWN0aW9uIDEwkgEEYmFua5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOM05YRlVaRXRCRUFF4AEA!16s%2Fg%2F1tfkhp1h?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KELANA JAYA (PARKVIEW),"UNIT E102 & 103, GROUND FLOOR, KELANA PARKVIEW, NO. 1, JALAN SS6/2, KELANA JAYA,","https://www.google.com/maps/place/Kelana+Parkview+Tower,+Ss+6,+47301+Petaling+Jaya,+Selangor,+Malaysia/@3.1010925,101.5991139,17z/data=!3m1!4b1!4m10!1m2!2m1!1sUNIT+E102+%26+103,+GROUND+FLOOR,+KELANA+PARKVIEW,+NO.+1,+JALAN+SS6%2F2,+KELANA+JAYA,!3m6!1s0x31cc4c10d6710153:0xc996848de9ac7675!8m2!3d3.1010925!4d101.5991139!15sClBVTklUIEUxMDIgJiAxMDMsIEdST1VORCBGTE9PUiwgS0VMQU5BIFBBUktWSUVXLCBOTy4gMSwgSkFMQU4gU1M2LzIsIEtFTEFOQSBKQVlBLJIBEWNvbXBvdW5kX2J1aWxkaW5n4AEA!16s%2Fg%2F12hnx3zg8?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KLANG - BANDAR PUTERI,"GROUND FLOOR, NO. 1, LORONG SANGGUL 1F, BANDAR PUTERI KLANG,","https://www.google.com/maps/place/1,+Lorong+Sanggul+1f,+Bandar+Puteri,+42000+Pelabuhan+Klang,+Selangor,+Malaysia/@2.9864881,101.4658813,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdac4531d9600f:0x695941d71d2eed3f!8m2!3d2.9864881!4d101.4658813!16s%2Fg%2F11hc_f_dzd?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KLANG - PERSIARAAN SULTAN IBRAHIM,"WISMA SH NG, NO. 42 - 44, PERSIARAN SULTAN IBRAHIM","https://www.google.com/maps/place/Wisma+SH+NG/@3.0494012,101.4506542,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc534744dbfb3b:0xea90da82b7adb927!8m2!3d3.0494012!4d101.4506542!16s%2Fg%2F1pzy4_2qh?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KOTA DAMANSARA,"NO. 23 & 25, BLOK T, JALAN PJU 5/3, DATARAN SUNWAY, KOTA DAMANSARA,","https://www.google.com/maps/place/Jalan+PJU+5%2F3,+Dataran+Sunway,+47810+Petaling+Jaya,+Selangor,+Malaysia/@3.1520377,101.5955952,17z/data=!3m1!4b1!4m10!1m2!2m1!1sNO.+23+%26+25,+BLOK+T,+JALAN+PJU+5%2F3,+DATARAN+SUNWAY,+KOTA+DAMANSARA,!3m6!1s0x31cc4edf83665d11:0xd79bcdbd0cf099d5!8m2!3d3.1520377!4d101.5955952!15sCkNOTy4gMjMgJiAyNSwgQkxPSyBULCBKQUxBTiBQSlUgNS8zLCBEQVRBUkFOIFNVTldBWSwgS09UQSBEQU1BTlNBUkEskgEFcm91dGXgAQA!16s%2Fg%2F1q5bp2f7g?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,KOTA KEMUNING,"NO 1-1, JALAN ANGGERIK VANILLA BE31/BE, KOTA KEMUNING, SEKSYEN 31,","https://www.google.com/maps/place/1,+Jln+Anggerik+Vanilla+BE+31%2FBE,+Kota+Kemuning,+40460+Shah+Alam,+Selangor,+Malaysia/@3.0051942,101.5376266,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb28fdd729c69:0x200435af39261e5a!8m2!3d3.0051942!4d101.5376266!16s%2Fg%2F11fk0m9j3y?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,PETALING JAYA-NEW TOWN,"NO. 6, ROAD 52/4, NEW TOWN CENTRE,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,PETALING JAYA-SS2,"NO. 30, 32 & 34, JALAN SS2/61,","https://www.google.com/maps/place/AmBank/@3.1177236,101.6211197,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4956163e83e3:0xfaa52926d7ae3b65!8m2!3d3.1177236!4d101.6211197!16s%2Fg%2F1tcwt6xp?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,PORT KLANG - WISMA PALMBASE,"NO. 2998G, WISMA PALMBASE, PERSIARAN RAJA MUDA MUSA,","https://www.google.com/maps/place/Wisma+Palmbase/@3.0283163,101.4277538,17z/data=!3m2!4b1!5s0x31cdab44bf79478b:0x786e3d94b888cc9e!4m6!3m5!1s0x31cdab50ce346b25:0xb62e19353fbd4fd3!8m2!3d3.0283163!4d101.4277538!16s%2Fg%2F1vbl521w?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,PUCHONG -TAMAN KINRARA,"NO. 14A & 15A, JALAN TK 1/11A, TAMAN KINRARA, SEKSYEN 1, BATU 7 1/2,","https://www.google.com/maps/place/AmBank/@3.0647031,101.6490807,17z/data=!4m10!1m2!2m1!1sNO.+14A+%26+15A,+JALAN+TK+1%2F11A,+TAMAN+KINRARA,+SEKSYEN+1,+BATU+7+1%2F2,!3m6!1s0x31cc4b0fe9447975:0x48ff3d54ad0d79f7!8m2!3d3.0643573!4d101.6487711!15sCkROTy4gMTRBICYgMTVBLCBKQUxBTiBUSyAxLzExQSwgVEFNQU4gS0lOUkFSQSwgU0VLU1lFTiAxLCBCQVRVIDcgMS8yLFpAIj5ubyAxNGEgJiAxNWEgamFsYW4gdGsgMSAxMWEgdGFtYW4ga2lucmFyYSBzZWtzeWVuIDEgYmF0dSA3IDEgMpIBA2F0bZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOTmFqVTNhbFJSRUFF4AEA!16s%2Fg%2F1vxw5sgk?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,RAWANG COUNTRY HOMES,"NO. 51, 53 & 55, JALAN PUSAT BCH 1A, BANDAR COUNTRY HOMES,","https://www.google.com/maps/place/51,+53,+Jalan+Pusat+Bch+1a,+Pusat+Bandar+Country+Homes,+48000+Rawang,+Selangor,+Malaysia/@3.3258127,101.5261115,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc42cc98098925:0x6a3c60a4f7c1d9cb!8m2!3d3.3258127!4d101.5261115?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SEMENYIH,"NO. 43-G & 45-G, GROUND FLOOR, JALAN SEMENYIH SENTRAL 1,","https://www.google.com/maps/place/Ambank/@2.9453485,101.8444964,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdce7d07152abf:0xcbdb6b880eb2a01!8m2!3d2.9453485!4d101.8444964!16s%2Fg%2F1tf3wwr5?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SEPANG,"NO. 56, JALAN BESAR","https://www.google.com/maps/place/56,+Jalan+Besar,+Pekan+Semenyih,+43500+Semenyih,+Selangor,+Malaysia/@2.9464975,101.8456595,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdce7da58f841f:0x3d9728a90c3cc67f!8m2!3d2.9464975!4d101.8456595!16s%2Fg%2F11rf_qx285?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SERI KEMBANGAN,"NO. 7 & 9 JALAN PERUSAHAAN 2, OFF JALAN KOLEJ, TAMAN JINMA,","https://www.google.com/maps/place/AmBank/@3.0172738,101.7037335,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb55ee101bba3:0x3036e2bf7f202002!8m2!3d3.0172738!4d101.7037335!16s%2Fg%2F1tfw0jw0?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SETIA ALAM,"NO. 15 & 17, JALAN SETIA PRIMA RU13/R, SETIA ALAM, SEKSYEN U/13,","https://www.google.com/maps/place/AmBank+Setia+Alam/@3.0996521,101.4446291,17z/data=!4m10!1m2!2m1!1sNO.+15+%26+17,+JALAN+SETIA+PRIMA+RU13%2FR,+SETIA+ALAM,+SEKSYEN+U%2F13,!3m6!1s0x31cc53f1e49f2025:0xd6a68d41a0dfbfc7!8m2!3d3.1007779!4d101.4451857!15sCkBOTy4gMTUgJiAxNywgSkFMQU4gU0VUSUEgUFJJTUEgUlUxMy9SLCBTRVRJQSBBTEFNLCBTRUtTWUVOIFUvMTMsWj0iO25vIDE1ICYgMTcgamFsYW4gc2V0aWEgcHJpbWEgcnUxMyByIHNldGlhIGFsYW0gc2Vrc3llbiB1IDEzkgEEYmFua5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOb2RWcEVaa2xuRUFF4AEA!16s%2Fg%2F1tqpwrpd?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SHAH ALAM - SEC 13,"GROUND FLOOR, LOT 13-1 & LOT 14-1, GROUND FLOOR, LAMAN SERI BUSINESS PARK, SEKSYEN 13,","https://www.google.com/maps/place/Ambank+Shah+Alam+-+Section+15/@3.07801,101.5419542,15z/data=!4m10!1m2!2m1!1sGROUND+FLOOR,+LOT+13-1+%26+LOT+14-1,+GROUND+FLOOR,+LAMAN+SERI+BUSINESS+PARK,+SEKSYEN+13,!3m6!1s0x31cc4d6e2eb4dac7:0xf396c254c0143e9f!8m2!3d3.0644015!4d101.539577!15sClZHUk9VTkQgRkxPT1IsIExPVCAxMy0xICYgTE9UIDE0LTEsIEdST1VORCBGTE9PUiwgTEFNQU4gU0VSSSBCVVNJTkVTUyBQQVJLLCBTRUtTWUVOIDEzLFpTIlFncm91bmQgZmxvb3IgbG90IDEzIDEgJiBsb3QgMTQgMSBncm91bmQgZmxvb3IgbGFtYW4gc2VyaSBidXNpbmVzcyBwYXJrIHNla3N5ZW4gMTOSAQRiYW5rmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIxYUdFeVFYVm5SUkFC4AEA!16s%2Fg%2F1tfkhn_6?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SHAH ALAM - SEC 15,"NO. 47 & 49, JALAN UTAS B/15B, SECTION 15B,","https://www.google.com/maps/place/Ambank+Shah+Alam+-+Section+15/@3.0644015,101.539577,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4d6e2eb4dac7:0xf396c254c0143e9f!8m2!3d3.0644015!4d101.539577!16s%2Fg%2F1tfkhn_6?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SUBANG JAYA,"LOT NO. A6 & A7, JALAN SS15/4D,","https://www.google.com/maps/place/Jalan+SS15%2F4D,+47500+Subang+Jaya,+Selangor,+Malaysia/@3.0735805,101.5879488,17z/data=!3m1!4b1!4m10!1m2!2m1!1sLOT+NO.+A6+%26+A7,+JALAN+SS15%2F4D,!3m6!1s0x31cc4cf5faf0af45:0x1cfef6b9944cebd!8m2!3d3.0735805!4d101.5879488!15sCh9MT1QgTk8uIEE2ICYgQTcsIEpBTEFOIFNTMTUvNEQskgEFcm91dGXgAQA!16s%2Fg%2F11fmz25hh2?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SUBANG NEW VILLAGE,"NO.8A, LEBUH RAYA B, SUBANG NEW VILLAGE,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,SUNGAI BESAR,"NO. 58E, JALAN MAHSURI,",,https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,USJ,"NO. 24, JALAN USJ 10/1, USJ TAIPAN TRIANGLE,","https://www.google.com/maps/place/UOB+Branch+-+Taipan+USJ+10/@3.0478999,101.5835816,17z/data=!3m1!5s0x31cc4cc44680ce8d:0x2c654cfe26122777!4m10!1m2!2m1!1sNO.+24,+JALAN+USJ+10%2F1,+USJ+TAIPAN+TRIANGLE,!3m6!1s0x31cc4cc4ee8c5041:0x42acbe8dcb88816!8m2!3d3.0478999!4d101.5857703!15sCixOTy4gMjQsIEpBTEFOIFVTSiAxMC8xLCBVU0ogVEFJUEFOIFRSSUFOR0xFLFoqIihubyAyNCBqYWxhbiB1c2ogMTAgMSB1c2ogdGFpcGFuIHRyaWFuZ2xlkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOS05tRmlOSGxuUlJBQuABAA!16s%2Fg%2F1tfttgnh?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Selangor,USJ SENTRAL,"NO 5 & 7, JALAN USJ SENTRAL 2, USJ SENTRAL,","https://www.google.com/maps/place/No+5+%26+7,+Jalan+Usj+Sentral+2,+USJ+Sentral,+47620+Subang+Jaya,+Selangor,+Malaysia/@3.0576916,101.5947302,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4c94ebebd947:0xf9bda8194559666e!8m2!3d3.0576916!4d101.5947302!16s%2Fg%2F11rg62dkg5?entry=ttu",https://www.ambankgroup.com/eng/locator/Pages/Branch.aspx,Branches,AmBank Group,
Local Bank,Kuala Lumpur,Bandar Tasik Permaisuri,"No. 53 & 55

Jalan Danau Lumayan

Pusat Perniagaan Danau Lumayan

Bandar Tasik Permaisuri, Cheras

56100 Kuala Lumpur","https://www.google.com/maps/place/53,+Jalan+Danau+Lumayan,+Bandar+Sri+Permaisuri,+56100+Kuala+Lumpur,+Wilayah+Persekutuan+Kuala+Lumpur,+Malaysia/@3.1004268,101.7152335,17z/data=!3m1!4b1!4m10!1m2!2m1!1s%22No.+53+%26+55++Jalan+Danau+Lumayan++Pusat+Perniagaan+Danau+Lumayan++Bandar+Tasik+Permaisuri,+Cheras++56100+Kuala+Lumpur%22!3m6!1s0x31cc35f0f645a62d:0x21953bb24b599b27!8m2!3d3.1004268!4d101.7152335!15sCnciTm8uIDUzICYgNTUgIEphbGFuIERhbmF1IEx1bWF5YW4gIFB1c2F0IFBlcm5pYWdhYW4gRGFuYXUgTHVtYXlhbiAgQmFuZGFyIFRhc2lrIFBlcm1haXN1cmksIENoZXJhcyAgNTYxMDAgS3VhbGEgTHVtcHVyIpIBEGdlb2NvZGVkX2FkZHJlc3PgAQA!16s%2Fg%2F11ggrr2987?entry=ttu",https://www.bankislam.com/need-assistance/branch-locator/,Branches,Bank Islam,
Local Bank,Kuala Lumpur,Bandar Wawasan,"No. 4 & 6

Wisma RKT

Jalan Raja Abdullah

50300 Kuala Lumpur",,https://www.bankislam.com/need-assistance/branch-locator/,Branches,Bank Islam,
Local Bank,Kuala Lumpur,Bukit Damansara,"Retail 2, 2nd Floor

Menara I&P 1

No. 46, Jalan Dungun

Bukit Damansara

50490 Kuala Lumpur","https://www.google.com/maps/place/Menara+I%26P+1/@3.1526226,101.6635424,17z/data=!4m10!1m2!2m1!1s%22Retail+2,+2nd+Floor++Menara+I%26P+1++No.+46,+Jalan+Dungun++Bukit+Damansara++50490+Kuala+Lumpur%22!3m6!1s0x31cc4854b959e72d:0x8e611b806476e671!8m2!3d3.1526226!4d101.6657311!15sCl4iUmV0YWlsIDIsIDJuZCBGbG9vciAgTWVuYXJhIEkmUCAxICBOby4gNDYsIEphbGFuIER1bmd1biAgQnVraXQgRGFtYW5zYXJhICA1MDQ5MCBLdWFsYSBMdW1wdXIikgEPYnVzaW5lc3NfY2VudGVy4AEA!16s%2Fg%2F1v_z6dws?entry=ttu",https://www.bankislam.com/need-assistance/branch-locator/,Branches,Bank Islam,
